American Airlines Inc.,0.22271093199329733
Alaska Airlines Inc.,0.13088351834865247
JetBlue Airways,0.21864449544040082
Delta Air Lines Inc.,0.15303951272840857
ExpressJet Airlines Inc.,0.2396603019441096
Frontier Airlines Inc.,0.25334019701897653
AirTran Airways Corporation,0.17004843071891315
American Eagle Airlines Inc.,0.25047755253077836
SkyWest Airlines Inc.,0.2039446747217505
United Air Lines Inc.,0.22281410578528474
US Airways Inc.,0.1750714432131962
Southwest Airlines Co.,0.2546608174638376
Hawaiian Airlines Inc.,0.07795857196381738
Envoy Air,0.25741001393861546
Virgin America,0.17734307077030081
